,order_id,store_id,to_user_distance,to_user_elevation,total_earning,created_at,oder_id_numerical,day,hour,predict
0,14368568,30000048,1.865569249941577,212.17321777343795,4200,2017-09-07 20:17:17+00:00,15,7,20,0
1,14367873,900011220,1.113147174634866,12.240356445312045,5200,2017-09-07 20:18:15+00:00,361,7,20,0
2,14369202,900008202,2.8855151279757427,47.44970703125,3600,2017-09-07 20:07:23+00:00,255,7,20,0
3,14370107,900007625,1.5450656511208245,172.211181640625,3200,2017-09-07 20:19:16+00:00,232,7,20,0
4,14371461,900003685,2.3936990384884016,42.583374023437045,3700,2017-09-07 20:25:20+00:00,112,7,20,0
5,14371457,900004738,0.607196046748863,101.92468261718705,4200,2017-09-07 20:26:20+00:00,140,7,20,0
6,14667935,900015756,1.7950649571131645,16.099731445312045,3200,2017-09-12 21:12:05+00:00,703,12,21,0
7,14667714,900012514,3.2852390243002536,-30.227661132812045,3200,2017-09-12 21:13:06+00:00,444,12,21,0
8,14668378,900007231,0.3459530605656733,4.372192382812045,3200,2017-09-12 21:24:04+00:00,224,12,21,0
9,14668178,900011227,0.11131563391763953,5.7850341796879565,3200,2017-09-12 21:25:06+00:00,363,12,21,0
10,14668742,900006491,0.4559729294585169,23.474243164062955,3200,2017-09-12 21:37:04+00:00,191,12,21,0
11,14668850,30000026,0.29596479114702856,-12.344970703125,6200,2017-09-12 21:52:03+00:00,10,12,21,0
12,14669083,900006489,2.2274364593802343,79.16394042968795,3200,2017-09-12 21:51:05+00:00,189,12,21,0
13,14670994,900009689,2.140513034420753,-15.869384765625,4200,2017-09-13 00:46:02+00:00,317,13,0,0
14,14672026,900006493,1.9821819589502072,1.3250732421879547,3200,2017-09-13 07:11:02+00:00,193,13,7,1
15,14672465,30000253,2.0417368196359744,158.0615234375,4200,2017-09-13 07:37:02+00:00,69,13,7,1
16,14673504,900015216,2.0097987745141865,52.549438476562045,4700,2017-09-13 08:30:03+00:00,647,13,8,0
17,14673901,900013355,1.511938171022125,60.0302734375,5500,2017-09-13 08:52:03+00:00,516,13,8,0
18,14674624,900014475,1.5322228919886316,27.93310546875,4200,2017-09-13 09:27:04+00:00,589,13,9,0
19,14676912,900003781,0.2151574024211189,24.12280273437591,5200,2017-09-13 11:14:05+00:00,115,13,11,1
20,14676663,900014508,1.4222874767983156,14.964721679687955,3200,2017-09-13 11:21:05+00:00,595,13,11,0
21,14677031,900007613,1.2127708586827142,-15.536376953125,4200,2017-09-13 11:23:05+00:00,231,13,11,0
22,14677071,900006246,2.4028899612269856,-132.287353515625,5200,2017-09-13 11:24:05+00:00,187,13,11,0
23,14820671,30000009,1.5368879931198882,246.942138671875,5500,2017-09-15 22:23:48+00:00,3,15,22,1
24,14820983,900011642,0.5265709281157093,34.005249023437045,4500,2017-09-15 22:32:47+00:00,401,15,22,0
25,14821440,900014724,2.368957742324035,90.251953125,5600,2017-09-15 22:39:46+00:00,617,15,22,0
26,14822245,900003684,2.326376788367175,66.55224609375,5100,2017-09-15 23:05:46+00:00,111,15,23,0
27,14823094,900015423,1.0917588736543693,-3.8619384765620453,4500,2017-09-15 23:36:45+00:00,680,15,23,0
28,14823142,900003684,1.0143242955923382,-20.47509765625,5500,2017-09-15 23:38:45+00:00,111,15,23,0
29,14825767,900006494,3.0863708346361856,96.13232421875,7700,2017-09-16 06:16:43+00:00,194,16,6,1
30,14827029,30000136,2.0300448091569465,159.82434082031298,6500,2017-09-16 07:53:44+00:00,46,16,7,1
31,14827526,900006492,1.3327285869193384,-16.11181640625,5500,2017-09-16 08:13:45+00:00,192,16,8,1
32,14827918,900014511,1.1393566636508774,-43.461547851562045,4500,2017-09-16 08:33:45+00:00,596,16,8,0
33,14828265,900006494,1.7433377375314327,44.760375976562955,6500,2017-09-16 08:38:45+00:00,194,16,8,1
34,14989949,900004941,0.4423948304341089,-53.323364257812955,5500,2017-09-18 17:31:50+00:00,146,18,17,1
35,14990552,900006874,0.601195919572743,-6.6497802734370435,5500,2017-09-18 17:47:50+00:00,202,18,17,0
36,14991233,30000063,2.1759300259512195,156.48791503906298,6500,2017-09-18 17:49:49+00:00,21,18,17,0
37,14991282,900006489,1.0336045786579453,16.964965820312045,5500,2017-09-18 17:50:49+00:00,189,18,17,0
38,14991885,900015402,0.7020478907582282,41.99865722656296,5500,2017-09-18 18:01:49+00:00,668,18,18,0
39,14991854,900003684,0.3593936743057544,40.181274414062045,8100,2017-09-18 18:01:49+00:00,111,18,18,1
40,15030175,30000301,1.827516330487716,-206.5842285156241,4200,2017-09-19 14:43:50+00:00,83,19,14,0
41,15030492,900010735,0.9196704761368796,-48.5068359375,3700,2017-09-19 14:44:50+00:00,350,19,14,0
42,15030582,900011330,1.4191735865531163,8.71044921875,4200,2017-09-19 14:46:50+00:00,371,19,14,0
43,15030049,900012474,0.2063276076688804,-13.48974609375,4200,2017-09-19 14:47:51+00:00,441,19,14,0
44,15030129,900005727,2.0821585518907697,105.35009765625,3200,2017-09-19 14:54:50+00:00,171,19,14,0
45,15030829,900004621,0.8556676996521841,15.064331054687045,5000,2017-09-19 14:55:50+00:00,134,19,14,0
46,15031097,900015423,0.6348157704124089,-20.646606445312045,4500,2017-09-19 14:56:51+00:00,680,19,14,0
47,15031402,900009494,1.4509999711781267,288.018798828125,5700,2017-09-19 15:01:49+00:00,303,19,15,0
48,15032179,900007197,3.3061481857739974,-257.66027832031205,4300,2017-09-19 15:20:50+00:00,221,19,15,0
49,15032900,900006881,2.0982112472176184,-3.51708984375,4500,2017-09-19 15:29:50+00:00,207,19,15,0
50,15291025,900015414,1.1786765567287494,-13.755981445312045,6000,2017-09-24 05:33:47+00:00,675,24,5,0
51,15292036,900006877,0.7713680740182745,44.479614257812045,5500,2017-09-24 08:11:49+00:00,205,24,8,1
52,15292048,900006877,1.2467415278675449,-53.086059570312955,5500,2017-09-24 08:12:49+00:00,205,24,8,1
53,15292359,900009517,0.6001308655193016,-3.7542724609379534,8500,2017-09-24 08:15:49+00:00,306,24,8,1
54,15293152,30000322,2.3116616313332425,204.9636230468741,8500,2017-09-24 08:57:50+00:00,85,24,8,0
55,15326907,900006881,0.9100774911680232,-10.452026367187957,4500,2017-09-24 16:59:59+00:00,207,24,16,0
56,15326662,900002516,1.323123843669628,22.501220703125,5500,2017-09-24 17:01:59+00:00,107,24,17,0
57,15327411,900015298,1.7006037320004688,20.179565429687955,5500,2017-09-24 17:12:00+00:00,656,24,17,0
58,15327702,900008996,2.5006366554496653,147.30480957031298,5500,2017-09-24 17:12:00+00:00,293,24,17,1
59,15328136,900004941,1.7153091707545465,48.24926757812409,4500,2017-09-24 17:17:56+00:00,146,24,17,0
60,15328182,900009494,1.1767719645890868,-45.689697265625,6500,2017-09-24 17:17:56+00:00,303,24,17,0
61,15327149,900015225,2.2407471274154056,31.132446289062955,4800,2017-09-24 17:22:57+00:00,648,24,17,0
62,15328290,900009677,1.440028393894449,-4.885864257812955,5500,2017-09-24 17:24:58+00:00,315,24,17,0
63,15329087,900007168,0.6913146507719645,-27.62573242187409,5500,2017-09-24 17:31:57+00:00,218,24,17,0
64,15329187,900014452,1.4203768756353339,93.7021484375,4500,2017-09-24 17:32:56+00:00,586,24,17,0
65,15329677,900009065,2.8939140470891203,48.829711914062045,6350,2017-09-24 17:39:58+00:00,297,24,17,0
66,15329793,30000273,1.9165695187169245,67.4755859375,6550,2017-09-24 17:42:59+00:00,78,24,17,1
67,15330088,900002150,0.6755623270309171,32.570190429687045,4500,2017-09-24 17:45:57+00:00,95,24,17,1
68,15329791,30000068,0.4514476477588011,-34.015014648437955,5000,2017-09-24 17:47:59+00:00,23,24,17,1
69,15327847,900012602,1.1307596232542692,5.55224609375,4500,2017-09-24 17:47:59+00:00,447,24,17,0
70,15329951,900004855,2.0200822258880367,9.4111328125,5500,2017-09-24 17:48:57+00:00,142,24,17,0
71,15331351,900015422,1.1844574607063325,-5.2512207031240905,5500,2017-09-24 18:04:01+00:00,679,24,18,0
72,15330240,900010570,0.9497925248885924,-15.490600585937955,5500,2017-09-24 18:10:06+00:00,338,24,18,1
73,15331957,900007718,1.0616105805464329,6.947265625,4500,2017-09-24 18:10:58+00:00,246,24,18,1
74,15332023,900014452,2.020533029263428,173.89013671875,5000,2017-09-24 18:11:57+00:00,586,24,18,0
75,15332179,900008201,1.4646386810004384,43.815795898437955,4500,2017-09-24 18:14:00+00:00,254,24,18,0
76,15332270,900014452,1.6678950569073845,-40.52966308593796,5000,2017-09-24 18:14:57+00:00,586,24,18,0
77,15332290,900008201,1.4588605159885808,82.20031738281295,5000,2017-09-24 18:16:00+00:00,254,24,18,1
78,15475399,900006038,0.4456728532331688,30.779418945312045,7200,2017-09-27 12:44:57+00:00,184,27,12,1
79,15477630,900006257,3.5431313390507904,29.409301757812955,6350,2017-09-27 12:44:57+00:00,188,27,12,0
80,15477705,30000063,0.19253649950373505,15.622436523437955,7200,2017-09-27 12:45:58+00:00,21,27,12,1
81,15477792,900015715,3.487683102510026,-50.681640625,9050,2017-09-27 12:51:59+00:00,701,27,12,0
82,15476398,900009183,1.9714183952898767,286.0487060546879,8250,2017-09-27 12:54:58+00:00,300,27,12,0
83,15478378,30000059,1.068465635987677,117.77075195312591,6200,2017-09-27 12:54:58+00:00,19,27,12,1
84,15478845,900003684,1.989330803417356,313.3179931640621,7150,2017-09-27 13:00:58+00:00,111,27,13,0
85,15478884,900012728,3.9103362432329374,-52.543090820312955,6500,2017-09-27 13:01:56+00:00,456,27,13,0
86,15477746,900010567,1.6549367375127275,-14.167602539062045,7200,2017-09-27 13:05:59+00:00,337,27,13,0
87,15478862,900011362,0.267673381788309,38.45483398437591,7200,2017-09-27 13:23:57+00:00,377,27,13,0
88,15481618,900007756,0.14638210004777258,15.843627929687045,7200,2017-09-27 13:49:56+00:00,250,27,13,1
89,15524513,30000058,1.1168661529287638,147.1416015625,3200,2017-09-28 13:24:02+00:00,18,28,13,1
90,15524956,900007725,0.8528735821692986,61.791015625,5200,2017-09-28 13:34:59+00:00,248,28,13,1
91,15525505,900006221,0.8071636497709846,90.70141601562591,4200,2017-09-28 13:39:01+00:00,186,28,13,0
92,15525668,900007722,0.3543980496065516,3.997314453125,3700,2017-09-28 13:46:03+00:00,247,28,13,1
93,15526075,900014508,9.078180905913765,-100.17883300781205,13200,2017-09-28 13:47:01+00:00,595,28,13,0
94,15527397,30000253,3.3589522240469183,-61.68041992187409,4950,2017-09-28 14:04:59+00:00,69,28,14,0
95,15527082,30000308,3.7686985128279664,-78.009033203125,6600,2017-09-28 14:12:00+00:00,84,28,14,0
96,15718067,900006489,1.9693991217655824,88.99328613281205,4500,2017-10-01 14:21:16+00:00,189,1,14,0
97,15718105,900007722,1.8048358488115737,-15.1708984375,5500,2017-10-01 14:21:16+00:00,247,1,14,0
98,15717511,900002516,2.9503877688019786,389.336181640625,6800,2017-10-01 14:21:16+00:00,107,1,14,1
99,15717722,900015424,0.3920042909990843,-17.96240234375,6500,2017-10-01 14:23:07+00:00,681,1,14,1
100,15716497,30000308,0.6461769824958759,82.77551269531295,6500,2017-10-01 14:33:09+00:00,84,1,14,1
101,15719304,900015897,2.612334571451625,29.627807617187955,6500,2017-10-01 14:36:11+00:00,727,1,14,0
102,15717986,900007625,1.4430019698001153,148.98498535156202,5500,2017-10-01 14:36:11+00:00,232,1,14,0
103,15720761,900012732,2.3543628063448336,180.980224609375,4700,2017-10-01 14:45:08+00:00,458,1,14,1
104,15719460,900003714,1.1450992122749637,30.0234375,6500,2017-10-01 14:48:09+00:00,114,1,14,1
105,15875939,900003684,0.6228811421961253,82.06018066406205,4200,2017-10-04 15:26:00+00:00,111,4,15,0
106,15876183,900007722,1.911646058918166,14.243408203125,4200,2017-10-04 15:43:04+00:00,247,4,15,0
107,15875804,900006876,1.0544247079071665,135.18359375,4200,2017-10-04 15:43:04+00:00,204,4,15,0
108,15858018,900008424,2.1484257336720565,-12.273681640624087,7200,2017-10-04 09:46:55+00:00,260,4,9,0
109,15860011,30000020,1.1965324589914934,-113.43322753906295,3700,2017-10-04 11:09:57+00:00,8,4,11,0
110,15860396,900007630,1.8311436132003125,-12.420776367187045,5200,2017-10-04 11:41:58+00:00,234,4,11,0
111,15861244,900015477,1.2997117774887434,-7.3699951171870435,4200,2017-10-04 11:46:01+00:00,686,4,11,0
112,15861186,900012786,2.1790080212727747,-8.02880859375,5450,2017-10-04 11:46:59+00:00,467,4,11,0
